date_from,Real GDP (%),Unemployment Rate (%),Payrolls (000s/month),FREQ,Headline CPI,Core CPI,Headline PCE,Core PCE
2023-01-01,1.3,3.8,217.8,A,3.1,3.4,2.8,3.0
2023-01-01,0.6,3.5,281.9,Q,3.3,3.8,3.2,3.6
2023-04-01,1.0,3.7,0.5,Q,3.4,3.6,3.0,3.1
2023-07-01,-0.1,3.9,47.5,Q,3.1,3.1,2.6,2.7
2023-10-01,1.2,4.1,62.7,Q,2.8,2.9,2.6,2.5
2024-01-01,1.4,4.2,43.3,A,2.5,2.6,2.2,2.3
2024-01-01,1.3,4.2,60.8,Q,2.6,2.8,2.3,2.5
2025-01-01,2.2,4.2,N.A.,A,2.4,2.4,2.2,2.1
2026-01-01,1.5,4.1,N.A.,A,,,,
