date_from,Real GDP (%),Unemployment Rate (%),Payrolls (000s/month),FREQ,Headline CPI,Core CPI,Headline PCE,Core PCE
2024-01-01,2.4,3.9,190.0,A,2.5,2.7,2.1,2.1
2024-01-01,2.1,3.8,235.8,Q,2.5,3.1,1.9,2.1
2024-04-01,1.5,3.9,119.8,Q,2.5,2.7,2.1,2.1
2024-07-01,1.5,4.0,114.6,Q,2.4,2.6,2.1,2.1
2024-10-01,1.7,4.0,122.4,Q,2.4,2.4,2.1,2.1
2025-01-01,1.8,4.1,111.7,A,2.2,2.3,2.0,2.0
2025-01-01,1.8,4.1,133.5,Q,2.3,2.4,2.0,2.1
2026-01-01,2.2,4.1,N.A.,A,2.3,2.3,2.0,2.0
2027-01-01,1.7,4.0,N.A.,A,,,,
