date_from,Real GDP (%),Unemployment Rate (%),Payrolls (000s/month),FREQ,Headline CPI,Core CPI,Headline PCE,Core PCE
2024-01-01,2.7,4.0,208.4,A,2.5,3.1,2.4,2.7
2024-10-01,2.2,4.2,138.8,Q,2.2,2.9,2.0,2.3
2025-01-01,2.2,4.3,134.1,A,2.4,2.4,2.2,2.2
2025-01-01,1.9,4.2,123.7,Q,2.3,2.5,2.2,2.3
2025-04-01,1.8,4.3,117.2,Q,2.4,2.5,2.2,2.2
2025-07-01,2.2,4.2,114.2,Q,2.2,2.3,2.1,2.1
2025-10-01,2.0,4.3,128.2,Q,2.3,2.4,2.1,2.1
2026-01-01,2.1,4.2,N.A.,A,2.3,2.4,2.1,2.1
2027-01-01,2.1,4.1,N.A.,A,,,,
