date_from,Real GDP (%),Unemployment Rate (%),Payrolls (000s/month),FREQ,Headline CPI,Core CPI,Headline PCE,Core PCE
2024-01-01,2.5,3.9,212.6,A,3.1,3.4,2.8,2.9
2024-04-01,2.1,3.9,200.0,Q,3.4,3.5,3.1,3.0
2024-07-01,2.0,4.0,147.3,Q,2.8,3.0,2.4,2.5
2024-10-01,1.5,4.0,129.7,Q,2.5,2.7,2.2,2.4
2025-01-01,1.9,4.1,140.6,A,2.4,2.5,2.2,2.2
2025-01-01,1.8,4.1,144.2,Q,2.4,2.7,2.2,2.4
2025-04-01,2.0,4.1,108.7,Q,2.3,2.5,2.1,2.3
2026-01-01,1.9,4.1,N.A.,A,2.3,2.4,2.1,2.1
2027-01-01,2.1,4.1,N.A.,A,,,,
