date_from,Real GDP (%),Unemployment Rate (%),Payrolls (000s/month),FREQ,Headline CPI,Core CPI,Headline PCE,Core PCE
2024-01-01,2.6,4.1,210.1,A,2.8,3.2,2.6,2.8
2024-07-01,1.9,4.2,143.9,Q,2.3,2.6,2.1,2.4
2024-10-01,1.7,4.3,125.4,Q,2.5,2.6,2.1,2.3
2025-01-01,1.9,4.3,130.0,A,2.3,2.4,2.1,2.2
2025-01-01,1.7,4.3,128.7,Q,2.4,2.4,2.2,2.3
2025-04-01,1.8,4.3,116.2,Q,2.4,2.4,2.2,2.2
2025-07-01,2.2,4.3,145.8,Q,2.3,2.4,2.1,2.1
2026-01-01,2.3,4.2,N.A.,A,2.2,2.3,2.1,2.0
2027-01-01,2.0,4.2,N.A.,A,,,,
